"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,06,"George Bacorn",REP,Sheriff,,,,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,Sheriff,,,Y,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Ken Tregoning",REP,Sheriff,,Y,,,,,,,,,,,,,,10415,,,,,,,,,,,,,,,,,12723,,,,,,,,,,,,,,,,,,,,,,,,,,,22730,,,,,,,,
1,07,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,
1,08,"Chris Sutton",DEM,Sheriff,,,,,,,,,,,,,,,166,,,,5237,,,,,,,,,,,,,,,6351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Barry A. Janney, Sr.",REP,Sheriff,,Y,,,,,,,,,,,,,199,,,,7513,,,,,,,,,,,,,,,5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,1,,,,23,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Rex Coffey",DEM,Sheriff,,Y,,,,,,,,27196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Tim Crawford",REP,Sheriff,,,,,,,,,,10680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"James W. Phillips, Jr.",DEM,Sheriff,,Y,,5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831,,,,,,,,,,,,,,,,
1,10,"Gregory S. Robbins, Sr.",REP,Sheriff,,,Y,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,Sheriff,,,Y,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,
1,11,"Chuck Jenkins",REP,Sheriff,,Y,,,,,,,,,11752,,,,,1652,,,,,20982,,,,,,,,,,,,,,15736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,205,,,,,19,,,,,247,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Skyler Hebden",DEM,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176,,,,,,,,,,,,,,,
1,12,"Robert E. Corley",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,
1,13,"Jesse Bane",DEM,Sheriff,,Y,,,,,,,,,,,,,13770,,5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13786,,,,,,,,6776,,,,,,,,,,
1,13,"Jeffrey R. Gahler",REP,Sheriff,,,,,,,,,,,,,,,8411,,5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16794,,,,,,,,7008,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,37,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,21,,,,,,,,,,
1,14,"James F. Fitzgerald",DEM,Sheriff,,Y,,,,,,,,,,22008,7486,,,,,,,,,,,,,,,,,,,,,,,13114,,,,,,,,2551,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Charlie Moore",REP,Sheriff,,,,,,,,,,,,13649,3263,,,,,,,,,,,,,,,,,,,,,,,15910,,,,,,,,2322,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,36,12,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"John F. Price",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Darren Mark Popkin",DEM,Sheriff,,Y,,,,,,,,,,,,20186,,,,,,,,23039,,,27543,21534,,,,18431,,,,,,,18353,,,,,,,,23615,23961,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,243,,,,,,,,205,,,243,258,,,,114,,,,,,,256,,,,,,,,378,335,,,,,,,,,,,,,,,,,,,,,,
1,17,"Melvin C. High",DEM,Sheriff,,Y,,,12837,,,22849,,,,,,,,,,,,13551,,,,,,,16327,,,,16141,,,,,,,,,,23841,,,,,,,,,,,,,,,20276,,,,,,,,19825,,,10114,
1,17,"Other Write-Ins",BOT,Sheriff,,,Y,,55,,,77,,,,,,,,,,,,104,,,,,,,113,,,,135,,,,,,,,,,85,,,,,,,,,,,,,,,45,,,,,,,,100,,,57,
1,18,"Livingston Banks",DEM,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Gary Hofmann",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Charles Pete Richter",CON,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Tim Cameron",REP,Sheriff,,Y,,,,,,,,,,,,,,,,10594,,,,,,,,,,,,,,,,,,,,,,,,,9928,,,,,,2477,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,15,,,,,,,,,,,,,,,,,,,
1,20,"Robert N. Jones",DEM,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674,,
1,20,"Allan J. Webster",REP,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092,,
1,20,"Clarence E. Bell",UNF,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,,
1,20,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
1,21,"Charles A. J. Larrimore",DEM,Sheriff,,,,4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Dallas G. Pope",REP,Sheriff,,Y,,5923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Sheriff,,,Y,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Doug Mullendore",DEM,Sheriff,,Y,,,,6703,,,,,269,,,,,,,,,,,,,,,,,,,,,4594,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,,,6066
1,22,"James Michael Woods",REP,Sheriff,,,,,,5796,,,,,266,,,,,,,,,,,,,,,,,,,,,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,2310,,,,,,,,,5033
1,22,"Other Write-Ins",BOT,Sheriff,,,Y,,,7,,,,,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,6
1,23,"Mike Lewis",REP,Sheriff,,Y,,2887,,,,,,,,,,,,,,,,,,,,7557,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697,,,,,,,,,,,,,,4235,,
1,23,"Other Write-Ins",BOT,Sheriff,,,Y,25,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,38,,
1,24,"Bobby Brittingham",DEM,Sheriff,,,,,,,,,,,,,,,,,,,,,,,,5861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Reggie T. Mason, Sr.",REP,Sheriff,,Y,,,,,,,,,,,,,,,,,,,,,,10414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,Sheriff,,,Y,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Jeffrey Brian Hedrick",NON,Board of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3653,,631,,,,,,2167,,,,,,,,,
1,01,"Sara-Beth James",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6502,,1470,,,,,,3510,,,,,,,,,
1,01,"Mike Llewellyn",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6296,,1908,,,,,,2990,,,,,,,,,
1,01,"Laurie Peskin Marchini",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752,,771,,,,,,2933,,,,,,,,,
1,01,"Edward L. Root",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,,927,,,,,,2599,,,,,,,,,
1,01,"Karen A. Treber",NON,Board of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537,,1143,,,,,,2143,,,,,,,,,
1,01,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,6,,,,,,22,,,,,,,,,
1,07,"Gary Bauer",NON,Board of Education,,Y,,,,,,,,,,,,,,4966,,,,,,,,,,,,,,,,,5774,,,,,,,,,,,,,,,,,,,,,,,,,,,11677,,,,,,,,
1,07,"Jim Doolan",NON,Board of Education,,,,,,,,,,,,,,,,3878,,,,,,,,,,,,,,,,,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,9204,,,,,,,,
1,07,"George E. Harmening",NON,Board of Education,,,,,,,,,,,,,,,,3314,,,,,,,,,,,,,,,,,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,6988,,,,,,,,
1,07,"Virginia R. Harrison",NON,Board of Education,,Y,,,,,,,,,,,,,,5125,,,,,,,,,,,,,,,,,7249,,,,,,,,,,,,,,,,,,,,,,,,,,,10892,,,,,,,,
1,07,"Barbara J. Shreeve",NON,Board of Education,,Y,,,,,,,,,,,,,,5067,,,,,,,,,,,,,,,,,6010,,,,,,,,,,,,,,,,,,,,,,,,,,,11499,,,,,,,,
1,07,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,
1,09,"Jennifer S. Abell",NON,Board of Education,,Y,,,,,,,,18306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Patricia Bowie",NON,Board of Education,,Y,,,,,,,,14786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Maura H. Cook",NON,Board of Education,,Y,,,,,,,,16930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Barbara Cooksey-Feeney",NON,Board of Education,,,,,,,,,,13549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Paul Donato",NON,Board of Education,,,,,,,,,,7359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Michael Mike Green",NON,Board of Education,,,,,,,,,,11972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Jason Henry, Sr.",NON,Board of Education,,,,,,,,,,11094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Michael Mike Lukas",NON,Board of Education,,Y,,,,,,,,14886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Narain Kumar Mathur",NON,Board of Education,,,,,,,,,,7719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Pamela A. Pedersen",NON,Board of Education,,Y,,,,,,,,16824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Sue Richards",NON,Board of Education,,,,,,,,,,10776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Donald M. Wade",NON,Board of Education,,Y,,,,,,,,16562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Michael A. Wilson",NON,Board of Education,,,,,,,,,,12680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Roberta Bobbie Wise",NON,Board of Education,,Y,,,,,,,,18734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Colleen E. Cusimano",NON,Board of Education,,,,,,,,,,,5220,,,,,649,,,,,7456,,,,,,,,,,,,,,7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Aubrey Harbaugh",NON,Board of Education,,,,,,,,,,,3711,,,,,492,,,,,6411,,,,,,,,,,,,,,5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Sarah McAleavy",NON,Board of Education,,,,,,,,,,,3756,,,,,477,,,,,5558,,,,,,,,,,,,,,5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"April Fleming Miller",NON,Board of Education,,Y,,,,,,,,,4780,,,,,627,,,,,8285,,,,,,,,,,,,,,7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"James C. Reeder, Jr.",NON,Board of Education,,Y,,,,,,,,,6197,,,,,706,,,,,11137,,,,,,,,,,,,,,9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Jean Smith",NON,Board of Education,,Y,,,,,,,,,5105,,,,,670,,,,,8925,,,,,,,,,,,,,,7616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Janice Spiegel",NON,Board of Education,,,,,,,,,,,4227,,,,,567,,,,,7105,,,,,,,,,,,,,,6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Brad W. Young",NON,Board of Education,,Y,,,,,,,,,8371,,,,,988,,,,,15893,,,,,,,,,,,,,,12847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,,98,,,,,11,,,,,183,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Frank J. Aquino",NON,Board of Education,,Y,,,,,,,,,,17895,5337,,,,,,,,,,,,,,,,,,,,,,,13446,,,,,,,,2446,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Robert D. Ballinger, II",NON,Board of Education,,,,,,,,,,,,9584,2923,,,,,,,,,,,,,,,,,,,,,,,10130,,,,,,,,1518,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Sandra H. French",NON,Board of Education,,Y,,,,,,,,,,16912,5454,,,,,,,,,,,,,,,,,,,,,,,13387,,,,,,,,2226,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Leslie Kornreich",NON,Board of Education,,,,,,,,,,,,11078,3286,,,,,,,,,,,,,,,,,,,,,,,7530,,,,,,,,1790,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Brian Meshkin",NON,Board of Education,,Y,,,,,,,,,,11977,3225,,,,,,,,,,,,,,,,,,,,,,,9469,,,,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"David E. Proudfoot",NON,Board of Education,,,,,,,,,,,,10692,3273,,,,,,,,,,,,,,,,,,,,,,,9116,,,,,,,,1448,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Cindy Vaillancourt",NON,Board of Education,,Y,,,,,,,,,,11675,3218,,,,,,,,,,,,,,,,,,,,,,,8510,,,,,,,,1668,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Larry Walker",NON,Board of Education,,,,,,,,,,,,10293,3265,,,,,,,,,,,,,,,,,,,,,,,6857,,,,,,,,1137,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,,,320,90,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Eleanor Collyer",NON,Board of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Dawn Marie Graney",NON,Board of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"J. Brian Kirby",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Jeff Reed",NON,Board of Education,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",NON,Board of Education,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Paul W. Bailey",NON,Board of Education,,Y,,,,5699,,,,,175,,,,,,,,,,,,,,,,,,,,,3059,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,,,,,,,,,4283
1,22,"Jacqueline Fischer",NON,Board of Education,,Y,,,,4961,,,,,189,,,,,,,,,,,,,,,,,,,,,2974,,,,,,,,,,,,,,,,,,,,,,,,,,,1655,,,,,,,,,4146
1,22,"Dottie Gruhler",NON,Board of Education,,,,,,4039,,,,,174,,,,,,,,,,,,,,,,,,,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,3610
1,22,"Karen J. Harshman",NON,Board of Education,,Y,,,,5516,,,,,226,,,,,,,,,,,,,,,,,,,,,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,1697,,,,,,,,,4760
1,22,"Wayne M. Kretzer, Jr.",NON,Board of Education,,,,,,3643,,,,,150,,,,,,,,,,,,,,,,,,,,,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,3308
1,22,"Russell Williams",NON,Board of Education,,,,,,3214,,,,,92,,,,,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,903,,,,,,,,,2485
1,22,"James W. Staley",NON,Board of Education,,,Y,,,141,,,,,4,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,90
1,22,"Other Write-Ins",NON,Board of Education,,,Y,,,53,,,,,4,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,45
1,05,"Dawn C. Balinski",NON,Board of Ed at Large,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,3800,,,,,,,,,,,,,,,1607,,,,
1,05,"David C. Cole",NON,Board of Ed at Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202,2304,,,,,,,,,,,,,,,1103,,,,
1,05,"Eugene Gene Karol",NON,Board of Ed at Large,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180,4249,,,,,,,,,,,,,,,2065,,,,
1,05,"Clifton E. Savoy",NON,Board of Ed at Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3814,3061,,,,,,,,,,,,,,,1136,,,,
1,05,"Other Write-Ins",NON,Board of Ed at Large,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,,,,,,,,,,,,,,,10,,,,
1,16,"Shirley Brandman",NON,Board of Ed at Large,,Y,,,,,,,,,,,,11189,,,,,,,,12519,,,16391,12122,,,,9928,,,,,,,10216,,,,,,,,12728,13243,,,,,,,,,,,,,,,,,,,,,,
1,16,"Lisa Lloyd",NON,Board of Ed at Large,,,,,,,,,,,,,,6708,,,,,,,,6857,,,7035,7669,,,,4784,,,,,,,7252,,,,,,,,9610,9370,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",NON,Board of Ed at Large,,,Y,,,,,,,,,,,90,,,,,,,,112,,,134,139,,,,66,,,,,,,117,,,,,,,,147,148,,,,,,,,,,,,,,,,,,,,,,
1,16,"Judy Docca",NON,Board of Education,001,Y,,,,,,,,,,,,12511,,,,,,,,13206,,,16060,13635,,,,10146,,,,,,,11819,,,,,,,,15325,15619,,,,,,,,,,,,,,,,,,,,,,
1,16,"Mike Ibañez",NON,Board of Education,001,,,,,,,,,,,,,5330,,,,,,,,5957,,,6049,6275,,,,4459,,,,,,,5823,,,,,,,,7192,6795,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",NON,Board of Education,001,,Y,,,,,,,,,,,63,,,,,,,,72,,,99,100,,,,44,,,,,,,79,,,,,,,,100,114,,,,,,,,,,,,,,,,,,,,,,
1,17,"Rosalind A. Johnson",NON,Board of Education,001,Y,,,285,,,,,,,,,,,,,,,5559,,,,,,,395,,,,2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"David H. Murray",NON,Board of Education,001,,,,165,,,,,,,,,,,,,,,5680,,,,,,,324,,,,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education,001,,Y,,1,,,,,,,,,,,,,,,30,,,,,,,2,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Gloria Y. Farrare",NON,Board of Education,001,Y,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Fred Hildenbrand",NON,Board of Education,001,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",NON,Board of Education,001,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Mark Cook",NON,Board of Education,002,,,,176,,,,,,,,,,,,,,,773,,,,,,,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Peggy Higgins",NON,Board of Education,002,Y,,,278,,,,,,,,,,,,,,,1765,,,,,,,6560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education,002,,Y,,2,,,,,,,,,,,,,,,12,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Patricia O'Neill",NON,Board of Education,003,Y,,,,,,,,,,,,12158,,,,,,,,13907,,,17110,13438,,,,10162,,,,,,,11271,,,,,,,,14218,14752,,,,,,,,,,,,,,,,,,,,,,
1,16,"Karen Smith",NON,Board of Education,003,,,,,,,,,,,,,5802,,,,,,,,5522,,,6195,6397,,,,4421,,,,,,,6304,,,,,,,,8433,7879,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",NON,Board of Education,003,,Y,,,,,,,,,,,59,,,,,,,,62,,,83,87,,,,37,,,,,,,67,,,,,,,,88,100,,,,,,,,,,,,,,,,,,,,,,
1,17,"Charles C. Coleman",NON,Board of Education,003,,,,2102,,,,,,,,,,,,,,,,,,,,,,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Amber Waller",NON,Board of Education,003,Y,,,3101,,,,,,,,,,,,,,,,,,,,,,2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",NON,Board of Education,003,,Y,,13,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
